source,target,weight
Vasileios Iosifidis,Wolfgang Nejdl,1
Catherine S. Oh,Jeremy N. Bailenson,1
Catherine S. Oh,Greg Welch,1
Greg Welch,Jeremy N. Bailenson,1
Md. Sakib Bin Alam,Shams Forruque Ahmed,1
Maruf Hassan,Shams Forruque Ahmed,1
Mahtabin Rodela Rozbu,Shams Forruque Ahmed,1
Shams Forruque Ahmed,Taoseef Ishtiak,1
Maruf Hassan,Md. Sakib Bin Alam,1
Mahtabin Rodela Rozbu,Md. Sakib Bin Alam,1
Md. Sakib Bin Alam,Taoseef Ishtiak,1
Mahtabin Rodela Rozbu,Maruf Hassan,1
Maruf Hassan,Taoseef Ishtiak,1
Mahtabin Rodela Rozbu,Taoseef Ishtiak,1
John Mingers,Loet Leydesdorff,1
Michał Kosiński,Sandra Matz,1
Michał Kosiński,Samuel D. Gosling,1
Michał Kosiński,Vesselin Popov,1
David Stillwell,Michał Kosiński,1
Samuel D. Gosling,Sandra Matz,1
Sandra Matz,Vesselin Popov,1
David Stillwell,Sandra Matz,1
Samuel D. Gosling,Vesselin Popov,1
David Stillwell,Samuel D. Gosling,1
David Stillwell,Vesselin Popov,1
Alberto Martín‐Martín,Mike Thelwall,1
Alberto Martín‐Martín,Enrique Orduna-Malea,1
Alberto Martín‐Martín,Emilio Delgado López-Cózar,1
Enrique Orduna-Malea,Mike Thelwall,1
Emilio Delgado López-Cózar,Mike Thelwall,1
Emilio Delgado López-Cózar,Enrique Orduna-Malea,1
Jennifer Jacquet,Jevin D. West,1
Jevin D. West,Molly M. King,1
Jevin D. West,Shelley J. Correll,1
Carl T. Bergstrom,Jevin D. West,1
Jennifer Jacquet,Molly M. King,1
Jennifer Jacquet,Shelley J. Correll,1
Carl T. Bergstrom,Jennifer Jacquet,1
Molly M. King,Shelley J. Correll,1
Carl T. Bergstrom,Molly M. King,1
Carl T. Bergstrom,Shelley J. Correll,1
Cheryl Lin,Pikuei Tu,1
Cheryl Lin,Leslie M. Beitsch,1
Leslie M. Beitsch,Pikuei Tu,1
Arica Crootof,Tamee R. Albrecht,1
Christopher A. Scott,Tamee R. Albrecht,1
Arica Crootof,Christopher A. Scott,1
James T. Neill,Zorah Hilvert-Bruce,1
Max Sjöblom,Zorah Hilvert-Bruce,1
Juho Hamari,Zorah Hilvert-Bruce,1
James T. Neill,Max Sjöblom,1
James T. Neill,Juho Hamari,1
Juho Hamari,Max Sjöblom,1
Erin Leahey,Michael Park,1
Michael Park,Russell J. Funk,1
Erin Leahey,Russell J. Funk,1
Aristotelis C. Tagarakis,Lefteris Benos,1
Georgios Dolias,Lefteris Benos,1
Lefteris Benos,Remigio Berruto,1
Dimitrios Katerıs,Lefteris Benos,1
Aristotelis C. Tagarakis,Georgios Dolias,1
Aristotelis C. Tagarakis,Remigio Berruto,1
Aristotelis C. Tagarakis,Dimitrios Katerıs,1
Georgios Dolias,Remigio Berruto,1
Dimitrios Katerıs,Georgios Dolias,1
Dimitrios Katerıs,Remigio Berruto,1
Adrian Ritz,Gene A. Brewer,1
Adrian Ritz,Oliver Neumann,1
Gene A. Brewer,Oliver Neumann,1
Milad Mirbabaie,Stefan Stieglitz,1
Björn Roß,Stefan Stieglitz,1
Christoph Neuberger,Stefan Stieglitz,1
Björn Roß,Milad Mirbabaie,1
Christoph Neuberger,Milad Mirbabaie,1
Björn Roß,Christoph Neuberger,1
Pawan Budhwar,Soumyadeb Chowdhury,1
Geoffrey Wood,Pawan Budhwar,1
Herman Aguinis,Pawan Budhwar,1
Greg J. Bamber,Pawan Budhwar,1
Geoffrey Wood,Soumyadeb Chowdhury,1
Herman Aguinis,Soumyadeb Chowdhury,1
Greg J. Bamber,Soumyadeb Chowdhury,1
Geoffrey Wood,Herman Aguinis,1
Geoffrey Wood,Greg J. Bamber,1
Greg J. Bamber,Herman Aguinis,1
Robert K. Colwell,Thiago F. Rangel,1
Adam M. Campbell,David M. Diamond,1
Collin R. Park,David M. Diamond,1
David M. Diamond,Joshua D. Halonen,1
David M. Diamond,Phillip R. Zoladz,1
Adam M. Campbell,Collin R. Park,1
Adam M. Campbell,Joshua D. Halonen,1
Adam M. Campbell,Phillip R. Zoladz,1
Collin R. Park,Joshua D. Halonen,1
Collin R. Park,Phillip R. Zoladz,1
Joshua D. Halonen,Phillip R. Zoladz,1
Albert Gatt,Emiel Krahmer,1
Israr Qureshi,Yulin Fang,1
Heshan Sun,Yulin Fang,1
Patrick McCole,Yulin Fang,1
Elaine Ramsey,Yulin Fang,1
Heshan Sun,Israr Qureshi,1
Israr Qureshi,Patrick McCole,1
Elaine Ramsey,Israr Qureshi,1
Heshan Sun,Patrick McCole,1
Elaine Ramsey,Heshan Sun,1
Elaine Ramsey,Patrick McCole,1
Daniel Maliniak,Ryan Powers,1
Barbara F. Walter,Daniel Maliniak,1
Barbara F. Walter,Ryan Powers,1
Alexandra Olteanu,Carlos Castillo,1
Alexandra Olteanu,Fernando Díaz,1
Alexandra Olteanu,Emre Kıcıman,1
Carlos Castillo,Fernando Díaz,1
Carlos Castillo,Emre Kıcıman,1
Emre Kıcıman,Fernando Díaz,1
Oliver Mytton,Raj Aggarwal,1
Miliard Derbrew,Raj Aggarwal,1
David Hananel,Raj Aggarwal,1
Matthew Heydenburg,Raj Aggarwal,1
Miliard Derbrew,Oliver Mytton,1
David Hananel,Oliver Mytton,1
Matthew Heydenburg,Oliver Mytton,1
David Hananel,Miliard Derbrew,1
Matthew Heydenburg,Miliard Derbrew,1
David Hananel,Matthew Heydenburg,1
Md. Saddam Hossain Mukta,Mohaimenul Azam Khan Raiaan,1
Kaniz Fatema,Mohaimenul Azam Khan Raiaan,1
Mohaimenul Azam Khan Raiaan,Nur Mohammad Fahad,1
Mohaimenul Azam Khan Raiaan,Sadman Sakib,1
Kaniz Fatema,Md. Saddam Hossain Mukta,1
Md. Saddam Hossain Mukta,Nur Mohammad Fahad,1
Md. Saddam Hossain Mukta,Sadman Sakib,1
Kaniz Fatema,Nur Mohammad Fahad,1
Kaniz Fatema,Sadman Sakib,1
Nur Mohammad Fahad,Sadman Sakib,1
Joaquín Arias,Valeria Piñeiro,1
J. Dürr,Valeria Piñeiro,1
Pablo Elverdin,Valeria Piñeiro,1
Ana María Ibáñez,Valeria Piñeiro,1
J. Dürr,Joaquín Arias,1
Joaquín Arias,Pablo Elverdin,1
Ana María Ibáñez,Joaquín Arias,1
J. Dürr,Pablo Elverdin,1
Ana María Ibáñez,J. Dürr,1
Ana María Ibáñez,Pablo Elverdin,1
Kai Wang,Tingting Li,1
Tingting Li,Toshiyuki Sueyoshi,1
Derek Wang,Tingting Li,1
Kai Wang,Toshiyuki Sueyoshi,1
Derek Wang,Kai Wang,1
Derek Wang,Toshiyuki Sueyoshi,1
Esma Aı̈meur,Sabrine Amri,1
Esma Aı̈meur,Gilles Brassard,1
Gilles Brassard,Sabrine Amri,1
Konstantinos I. Roumeliotis,Nikolaos D. Tselikas,1
Marion Fourcade,Étienne Ollion,1
Marion Fourcade,Yann Algan,1
Yann Algan,Étienne Ollion,1
Elizabeth Levy Paluck,Roni Porat,1
Chelsey S. Clark,Elizabeth Levy Paluck,1
Donald P. Green,Elizabeth Levy Paluck,1
Chelsey S. Clark,Roni Porat,1
Donald P. Green,Roni Porat,1
Chelsey S. Clark,Donald P. Green,1
Burt L. Monroe,Kevin M. Quinn,1
Kevin M. Quinn,Michael P. Colaresi,1
Kevin M. Quinn,Michael H. Crespin,1
Dragomir Radev,Kevin M. Quinn,1
Burt L. Monroe,Michael P. Colaresi,1
Burt L. Monroe,Michael H. Crespin,1
Burt L. Monroe,Dragomir Radev,1
Michael H. Crespin,Michael P. Colaresi,1
Dragomir Radev,Michael P. Colaresi,1
Dragomir Radev,Michael H. Crespin,1
Horstmann,Wolfram,1
Horstmann,Meier Zu Verl,1
Christian,Horstmann,1
Meier Zu Verl,Wolfram,1
Christian,Wolfram,1
Christian,Meier Zu Verl,1
Amber Geurts,Lauri Himanen,1
Adam Stuart Foster,Lauri Himanen,1
Lauri Himanen,Patrick Rinke,1
Adam Stuart Foster,Amber Geurts,1
Amber Geurts,Patrick Rinke,1
Adam Stuart Foster,Patrick Rinke,1
Nils Boysen,René de Koster,1
Felix Weidinger,Nils Boysen,1
Felix Weidinger,René de Koster,1
Angappa Gunasekaran,Θάνος Παπαδόπουλος,1
Rameshwar Dubey,Θάνος Παπαδόπουλος,1
Nezih Altay,Θάνος Παπαδόπουλος,1
Stephen J. Childe,Θάνος Παπαδόπουλος,1
Angappa Gunasekaran,Rameshwar Dubey,1
Angappa Gunasekaran,Nezih Altay,1
Angappa Gunasekaran,Stephen J. Childe,1
Nezih Altay,Rameshwar Dubey,1
Rameshwar Dubey,Stephen J. Childe,1
Nezih Altay,Stephen J. Childe,1
Charith Perera,Chi Harold Liu,1
Charith Perera,Srimal Jayawardena,1
Charith Perera,Min Chen,1
Chi Harold Liu,Srimal Jayawardena,1
Chi Harold Liu,Min Chen,1
Min Chen,Srimal Jayawardena,1
Guo Dong Goh,Swee Leong Sing,1
Guo Dong Goh,Wai Yee Yeong,1
Swee Leong Sing,Wai Yee Yeong,1
Corey Johnson,Reece Jones,1
Anssi Paasi,Corey Johnson,1
Corey Johnson,Louise Amoore,1
Alison Mountz,Corey Johnson,1
Anssi Paasi,Reece Jones,1
Louise Amoore,Reece Jones,1
Alison Mountz,Reece Jones,1
Anssi Paasi,Louise Amoore,1
Alison Mountz,Anssi Paasi,1
Alison Mountz,Louise Amoore,1
Aaron Clauset,Samuel Arbesman,1
Aaron Clauset,Daniel B. Larremore,1
Daniel B. Larremore,Samuel Arbesman,1
Ciyuan Peng,Feng Xia,1
Ciyuan Peng,Mehdi Naseriparsa,1
Ciyuan Peng,Francesco Osborne,1
Feng Xia,Mehdi Naseriparsa,1
Feng Xia,Francesco Osborne,1
Francesco Osborne,Mehdi Naseriparsa,1
E. Summerson Carr,Michael Lempert,1
Chawki Hajjem,Yassine Gargouri,1
Vincent Larivière,Yassine Gargouri,1
Yassine Gargouri,Yves Gingras,1
Leslie Carr,Yassine Gargouri,1
Chawki Hajjem,Vincent Larivière,1
Chawki Hajjem,Yves Gingras,1
Chawki Hajjem,Leslie Carr,1
Vincent Larivière,Yves Gingras,1
Leslie Carr,Vincent Larivière,1
Leslie Carr,Yves Gingras,1
Richard Franciscus Johannes Haans,Timothy R. Hannigan,1
Keyvan Vakili,Timothy R. Hannigan,1
Hovig Tchalian,Timothy R. Hannigan,1
Timothy R. Hannigan,Vern Glaser,1
Keyvan Vakili,Richard Franciscus Johannes Haans,1
Hovig Tchalian,Richard Franciscus Johannes Haans,1
Richard Franciscus Johannes Haans,Vern Glaser,1
Hovig Tchalian,Keyvan Vakili,1
Keyvan Vakili,Vern Glaser,1
Hovig Tchalian,Vern Glaser,1
Sachin Kumar Mangla,Sunil Luthra,1
Nishikant Mishra,Sachin Kumar Mangla,1
Akshit Singh,Sachin Kumar Mangla,1
Nripendra P. Rana,Sachin Kumar Mangla,1
Nishikant Mishra,Sunil Luthra,1
Akshit Singh,Sunil Luthra,1
Nripendra P. Rana,Sunil Luthra,1
Akshit Singh,Nishikant Mishra,1
Nishikant Mishra,Nripendra P. Rana,1
Akshit Singh,Nripendra P. Rana,1
David Moher,Iveta Simera,1
Allison Hirst,Iveta Simera,1
Iveta Simera,John Hoey,1
Iveta Simera,Kenneth F. Schulz,1
Allison Hirst,David Moher,1
David Moher,John Hoey,1
Allison Hirst,John Hoey,1
Allison Hirst,Kenneth F. Schulz,1
John Hoey,Kenneth F. Schulz,1
Andreas Flache,Michael Mäs,1
Andreas Flache,Thomas Feliciani,1
Andreas Flache,Edmund Chattoe‐Brown,1
Andreas Flache,Guillaume Deffuant,1
Michael Mäs,Thomas Feliciani,1
Edmund Chattoe‐Brown,Michael Mäs,1
Guillaume Deffuant,Michael Mäs,1
Edmund Chattoe‐Brown,Thomas Feliciani,1
Guillaume Deffuant,Thomas Feliciani,1
Edmund Chattoe‐Brown,Guillaume Deffuant,1
Ajay Bandi,Pydi Venkata Satya Ramesh Adapa,1
Ajay Bandi,Yudu Eswar Vinay Pratap Kumar Kuchi,1
Pydi Venkata Satya Ramesh Adapa,Yudu Eswar Vinay Pratap Kumar Kuchi,1
M. Mazhar Rathore,Syed Attique Shah,1
Dhirendra Shukla,M. Mazhar Rathore,1
Elmahdi Bentafat,M. Mazhar Rathore,1
M. Mazhar Rathore,Spiridon Bakiras,1
Dhirendra Shukla,Syed Attique Shah,1
Elmahdi Bentafat,Syed Attique Shah,1
Spiridon Bakiras,Syed Attique Shah,1
Dhirendra Shukla,Elmahdi Bentafat,1
Dhirendra Shukla,Spiridon Bakiras,1
Elmahdi Bentafat,Spiridon Bakiras,1
Emilio Calvano,Giacomo Calzolari,1
Emilio Calvano,Vincenzo Denicolò,1
Emilio Calvano,Sergio Pastorello,1
Giacomo Calzolari,Vincenzo Denicolò,1
Giacomo Calzolari,Sergio Pastorello,1
Sergio Pastorello,Vincenzo Denicolò,1
Ann S. Marucheck,Noel P. Greis,1
Ann S. Marucheck,Carlos Mena,1
Ann S. Marucheck,Linning Cai,1
Carlos Mena,Noel P. Greis,1
Linning Cai,Noel P. Greis,1
Carlos Mena,Linning Cai,1
Bart Verspagen,Jan Fagerberg,1
Marcello M. Mariani,Rodrigo Perez‐Vega,1
Jochen Wirtz,Marcello M. Mariani,1
Jochen Wirtz,Rodrigo Perez‐Vega,1
Gokul Yenduri,M. Ramalingam,1
G. Chemmalar Selvi,Gokul Yenduri,1
Gokul Yenduri,Y. Supriya,1
Gautam Srivastava,Gokul Yenduri,1
G. Chemmalar Selvi,M. Ramalingam,1
M. Ramalingam,Y. Supriya,1
Gautam Srivastava,M. Ramalingam,1
G. Chemmalar Selvi,Y. Supriya,1
G. Chemmalar Selvi,Gautam Srivastava,1
Gautam Srivastava,Y. Supriya,1
Munmun De Choudhury,Stevie Chancellor,1
Isa Machado,Marcello M. Mariani,1
Marcello M. Mariani,Vittoria Magrelli,1
Marcello M. Mariani,Yogesh K. Dwivedi,1
Isa Machado,Vittoria Magrelli,1
Isa Machado,Yogesh K. Dwivedi,1
Vittoria Magrelli,Yogesh K. Dwivedi,1
Tyler W. H. Backman,Ye Cao,1
Thomas Girke,Tyler W. H. Backman,1
Thomas Girke,Ye Cao,1
Kuansan Wang,Z. Shen,1
Chiyuan Huang,Kuansan Wang,1
Chieh‐Han Wu,Kuansan Wang,1
Kuansan Wang,Yuxiao Dong,1
Chiyuan Huang,Z. Shen,1
Chieh‐Han Wu,Z. Shen,1
Yuxiao Dong,Z. Shen,1
Chieh‐Han Wu,Chiyuan Huang,1
Chiyuan Huang,Yuxiao Dong,1
Chieh‐Han Wu,Yuxiao Dong,1
Apostol Vassilev,Reva Schwartz,1
Kristen Greene,Reva Schwartz,1
Lori Perine,Reva Schwartz,1
Andrew Burt,Reva Schwartz,1
Apostol Vassilev,Kristen Greene,1
Apostol Vassilev,Lori Perine,1
Andrew Burt,Apostol Vassilev,1
Kristen Greene,Lori Perine,1
Andrew Burt,Kristen Greene,1
Andrew Burt,Lori Perine,1
Hans Baumgartner,Rik Pieters,1
Doug K. Allen,Rik Pieters,1
Doug K. Allen,Hans Baumgartner,1
Amin Mobasheri,Hansi Senaratne,1
Ahmed Loai Ali,Hansi Senaratne,1
Cristina Capineri,Hansi Senaratne,1
Hansi Senaratne,Muki Haklay,1
Ahmed Loai Ali,Amin Mobasheri,1
Amin Mobasheri,Cristina Capineri,1
Amin Mobasheri,Muki Haklay,1
Ahmed Loai Ali,Cristina Capineri,1
Ahmed Loai Ali,Muki Haklay,1
Cristina Capineri,Muki Haklay,1
Andrew S. Mathews,Anna Tsing,1
Anna Tsing,Nils Bubandt,1
Andrew S. Mathews,Nils Bubandt,1
William Ho,Xin Ma,1
Paolo Giannozzi,Stefano Baroni,1
Nicola Bonini,Paolo Giannozzi,1
Matteo Calandra,Paolo Giannozzi,1
Paolo Giannozzi,Roberto Car,1
Nicola Bonini,Stefano Baroni,1
Matteo Calandra,Stefano Baroni,1
Roberto Car,Stefano Baroni,1
Matteo Calandra,Nicola Bonini,1
Nicola Bonini,Roberto Car,1
Matteo Calandra,Roberto Car,1
Ala Al‐Fuqaha,Mohsen Guizani,1
Ala Al‐Fuqaha,Mehdi Mohammadi,1
Ala Al‐Fuqaha,Mohammed Aledhari,1
Ala Al‐Fuqaha,Moussa Ayyash,1
Mehdi Mohammadi,Mohsen Guizani,1
Mohammed Aledhari,Mohsen Guizani,1
Mohsen Guizani,Moussa Ayyash,1
Mehdi Mohammadi,Mohammed Aledhari,1
Mehdi Mohammadi,Moussa Ayyash,1
Mohammed Aledhari,Moussa Ayyash,1
Carmen Bravo González‐Blas,Sara Aibar,1
Sara Aibar,Thomas Moerman,1
Sara Aibar,Vân Anh Huynh‐Thu,1
Hana Imrichová,Sara Aibar,1
Carmen Bravo González‐Blas,Thomas Moerman,1
Carmen Bravo González‐Blas,Vân Anh Huynh‐Thu,1
Carmen Bravo González‐Blas,Hana Imrichová,1
Thomas Moerman,Vân Anh Huynh‐Thu,1
Hana Imrichová,Thomas Moerman,1
Hana Imrichová,Vân Anh Huynh‐Thu,1
Fedor Mesinger,Geoff DiMego,1
Eugenia Kalnay,Fedor Mesinger,1
Fedor Mesinger,Kenneth E. Mitchell,1
Fedor Mesinger,P. Shafran,1
Eugenia Kalnay,Geoff DiMego,1
Geoff DiMego,Kenneth E. Mitchell,1
Geoff DiMego,P. Shafran,1
Eugenia Kalnay,Kenneth E. Mitchell,1
Eugenia Kalnay,P. Shafran,1
Kenneth E. Mitchell,P. Shafran,1
Justin Johnson,Taghi M. Khoshgoftaar,1
Sahar S. Alghamdi,Shuroug A. Alowais,1
Nada Alsuhebany,Shuroug A. Alowais,1
Shuroug A. Alowais,Tariq Alqahtani,1
Abdulrahman Alshaya,Shuroug A. Alowais,1
Nada Alsuhebany,Sahar S. Alghamdi,1
Sahar S. Alghamdi,Tariq Alqahtani,1
Abdulrahman Alshaya,Sahar S. Alghamdi,1
Nada Alsuhebany,Tariq Alqahtani,1
Abdulrahman Alshaya,Nada Alsuhebany,1
Abdulrahman Alshaya,Tariq Alqahtani,1
Andrew Kachites McCallum,Kamal Nigam,1
Kamal Nigam,Sebastian Thrun,1
Kamal Nigam,Tom M. Mitchell,1
Andrew Kachites McCallum,Sebastian Thrun,1
Andrew Kachites McCallum,Tom M. Mitchell,1
Sebastian Thrun,Tom M. Mitchell,1
Shaoxiong Ji,Shirui Pan,1
Erik Cambria,Shaoxiong Ji,1
Pekka Marttinen,Shaoxiong Ji,1
Philip S. Yu,Shaoxiong Ji,1
Erik Cambria,Shirui Pan,1
Pekka Marttinen,Shirui Pan,1
Philip S. Yu,Shirui Pan,1
Erik Cambria,Pekka Marttinen,1
Erik Cambria,Philip S. Yu,1
Pekka Marttinen,Philip S. Yu,1
John S. Edwards,Yanqing Duan,1
Yanqing Duan,Yogesh K. Dwivedi,1
John S. Edwards,Yogesh K. Dwivedi,1
Lei Ma,Yü Liu,1
Lei Ma,Xueliang Zhang,1
Lei Ma,Yuanxin Ye,1
Gaofei Yin,Lei Ma,1
Xueliang Zhang,Yü Liu,1
Yuanxin Ye,Yü Liu,1
Gaofei Yin,Yü Liu,1
Xueliang Zhang,Yuanxin Ye,1
Gaofei Yin,Xueliang Zhang,1
Gaofei Yin,Yuanxin Ye,1
Lucila Ohno‐Machado,Prakash M. Nadkarni,1
Prakash M. Nadkarni,Wendy W. Chapman,1
Lucila Ohno‐Machado,Wendy W. Chapman,1
Sangmin Park,Young‐Gab Kim,1
Jorge,Rocha,1
Abrantes,Rocha,1
Patrícia,Rocha,1
Abrantes,Jorge,1
Jorge,Patrícia,1
Abrantes,Patrícia,1
Gary Aston‐Jones,Sander Nieuwenhuis,1
Jonathan D. Cohen,Sander Nieuwenhuis,1
Gary Aston‐Jones,Jonathan D. Cohen,1
Michael Moor,Oishi Banerjee,1
Michael Moor,Zahra Shakeri Hossein Abad,1
Harlan M. Krumholz,Michael Moor,1
Jure Leskovec,Michael Moor,1
Oishi Banerjee,Zahra Shakeri Hossein Abad,1
Harlan M. Krumholz,Oishi Banerjee,1
Jure Leskovec,Oishi Banerjee,1
Harlan M. Krumholz,Zahra Shakeri Hossein Abad,1
Jure Leskovec,Zahra Shakeri Hossein Abad,1
Harlan M. Krumholz,Jure Leskovec,1
Dennis W. Dickson,Peter T. Nelson,1
John Q. Trojanowski,Peter T. Nelson,1
Clifford R. Jack,Peter T. Nelson,1
Patricia A. Boyle,Peter T. Nelson,1
Dennis W. Dickson,John Q. Trojanowski,1
Clifford R. Jack,Dennis W. Dickson,1
Dennis W. Dickson,Patricia A. Boyle,1
Clifford R. Jack,John Q. Trojanowski,1
John Q. Trojanowski,Patricia A. Boyle,1
Clifford R. Jack,Patricia A. Boyle,1
Kun Zhou,Wayne Xin Zhao,1
Junyi Li,Wayne Xin Zhao,1
Tianyi Tang,Wayne Xin Zhao,1
Wayne Xin Zhao,Xiaolei Wang,1
Junyi Li,Kun Zhou,1
Kun Zhou,Tianyi Tang,1
Kun Zhou,Xiaolei Wang,1
Junyi Li,Tianyi Tang,1
Junyi Li,Xiaolei Wang,1
Tianyi Tang,Xiaolei Wang,1
Andrew I.R. Maas,Geoffrey T. Manley,1
Andrew I.R. Maas,Mathew Abrams,1
Andrew I.R. Maas,Cecilia Åkerlund,1
David Menon,Geoffrey T. Manley,1
David Menon,Mathew Abrams,1
Cecilia Åkerlund,David Menon,1
Geoffrey T. Manley,Mathew Abrams,1
Cecilia Åkerlund,Geoffrey T. Manley,1
Cecilia Åkerlund,Mathew Abrams,1
Hong Cheng,Jiawei Han,1
Dong Xin,Jiawei Han,1
Jiawei Han,Xifeng Yan,1
Dong Xin,Hong Cheng,1
Hong Cheng,Xifeng Yan,1
Dong Xin,Xifeng Yan,1
Graham Crookes,Richard Schmidt,1
Keith J. Holyoak,Paul Thagard,1
Barbara Zdrazil,Eloy Félix,1
Barbara Zdrazil,Fiona Hunter,1
Barbara Zdrazil,Emma J. Manners,1
Barbara Zdrazil,James Blackshaw,1
Eloy Félix,Fiona Hunter,1
Eloy Félix,Emma J. Manners,1
Eloy Félix,James Blackshaw,1
Emma J. Manners,Fiona Hunter,1
Fiona Hunter,James Blackshaw,1
Emma J. Manners,James Blackshaw,1
Abu Saleh Mohammad Mosa,Illhoi Yoo,1
Abu Saleh Mohammad Mosa,Lincoln Sheets,1
Illhoi Yoo,Lincoln Sheets,1
Jochen Hartmann,Stefan Feuerriegel,1
Christian Janiesch,Stefan Feuerriegel,1
Patrick Zschech,Stefan Feuerriegel,1
Christian Janiesch,Jochen Hartmann,1
Jochen Hartmann,Patrick Zschech,1
Chen Ma,Lei Wang,1
Lei Wang,Xueyang Feng,1
Lei Wang,Zeyu Zhang,1
Hao Yang,Lei Wang,1
Chen Ma,Xueyang Feng,1
Chen Ma,Zeyu Zhang,1
Chen Ma,Hao Yang,1
Xueyang Feng,Zeyu Zhang,1
Hao Yang,Xueyang Feng,1
Hao Yang,Zeyu Zhang,1
Laurence van Lent,Zacharias Sautner,1
Grigory Vilkov,Zacharias Sautner,1
RUISHEN ZHANG,Zacharias Sautner,1
Grigory Vilkov,Laurence van Lent,1
Laurence van Lent,RUISHEN ZHANG,1
Grigory Vilkov,RUISHEN ZHANG,1
Guido J. Falcone,Julián Acosta,1
Julián Acosta,Pranav Rajpurkar,1
Eric J. Topol,Julián Acosta,1
Guido J. Falcone,Pranav Rajpurkar,1
Eric J. Topol,Guido J. Falcone,1
Eric J. Topol,Pranav Rajpurkar,1
Ali Bou Nassif,Ismail Shahin,1
Ali Bou Nassif,Imtinan Attili,1
Ali Bou Nassif,Mohammad Azzeh,1
Ali Bou Nassif,Khaled Shaalan,1
Imtinan Attili,Ismail Shahin,1
Ismail Shahin,Mohammad Azzeh,1
Ismail Shahin,Khaled Shaalan,1
Imtinan Attili,Mohammad Azzeh,1
Imtinan Attili,Khaled Shaalan,1
Khaled Shaalan,Mohammad Azzeh,1
Jon Dron,Terry Anderson,1
George S. Cree,Ken McRae,1
Ken McRae,Mark S. Seidenberg,1
Chris McNorgan,Ken McRae,1
George S. Cree,Mark S. Seidenberg,1
Chris McNorgan,George S. Cree,1
Chris McNorgan,Mark S. Seidenberg,1
Rubén Tolosana,Rubén Vera-Rodríguez,1
Julián Fiérrez,Rubén Tolosana,1
Aythami Morales,Rubén Tolosana,1
Javier Ortega-García,Rubén Tolosana,1
Julián Fiérrez,Rubén Vera-Rodríguez,1
Aythami Morales,Rubén Vera-Rodríguez,1
Javier Ortega-García,Rubén Vera-Rodríguez,1
Aythami Morales,Julián Fiérrez,1
Javier Ortega-García,Julián Fiérrez,1
Aythami Morales,Javier Ortega-García,1
Ananth Ranganathan,Michael Kaess,1
Frank Dellaert,Michael Kaess,1
Ananth Ranganathan,Frank Dellaert,1
Charles A. Bouman,Philip J. Withers,1
Philip J. Withers,Simone Carmignato,1
Philip J. Withers,Veerle Cnudde,1
David A. Grimaldi,Philip J. Withers,1
Charles A. Bouman,Simone Carmignato,1
Charles A. Bouman,Veerle Cnudde,1
Charles A. Bouman,David A. Grimaldi,1
Simone Carmignato,Veerle Cnudde,1
David A. Grimaldi,Simone Carmignato,1
David A. Grimaldi,Veerle Cnudde,1
Khaled Salah,Muhammad Habib ur Rehman,1
Khaled Salah,Nishara Nizamuddin,1
Ala Al‐Fuqaha,Khaled Salah,1
Muhammad Habib ur Rehman,Nishara Nizamuddin,1
Ala Al‐Fuqaha,Muhammad Habib ur Rehman,1
Ala Al‐Fuqaha,Nishara Nizamuddin,1
Fredrik Ronquist,Seraina Klopfstein,1
Fredrik Ronquist,Lars Vilhelmsen,1
Fredrik Ronquist,Susanne Schulmeister,1
Debra L. Murray,Fredrik Ronquist,1
Lars Vilhelmsen,Seraina Klopfstein,1
Seraina Klopfstein,Susanne Schulmeister,1
Debra L. Murray,Seraina Klopfstein,1
Lars Vilhelmsen,Susanne Schulmeister,1
Debra L. Murray,Lars Vilhelmsen,1
Debra L. Murray,Susanne Schulmeister,1
Fiona R. Kolbinger,Jan Clusmann,1
Hannah Sophie Muti,Jan Clusmann,1
Jan Clusmann,Zunamys I. Carrero,1
Jan Clusmann,Jan‐Niklas Eckardt,1
Fiona R. Kolbinger,Hannah Sophie Muti,1
Fiona R. Kolbinger,Zunamys I. Carrero,1
Fiona R. Kolbinger,Jan‐Niklas Eckardt,1
Hannah Sophie Muti,Zunamys I. Carrero,1
Hannah Sophie Muti,Jan‐Niklas Eckardt,1
Jan‐Niklas Eckardt,Zunamys I. Carrero,1
Palie Smart,Richard Adams,1
Anne Sigismund Huff,Richard Adams,1
Anne Sigismund Huff,Palie Smart,1
Nadine Kammerlander,Patricio Durán,1
Marc van Essen,Patricio Durán,1
Patricio Durán,Thomas Zellweger,1
Marc van Essen,Nadine Kammerlander,1
Nadine Kammerlander,Thomas Zellweger,1
Marc van Essen,Thomas Zellweger,1
Julia C. Basso,Wendy Suzuki,1
Junfei Qiu,Qihui Wu,1
Guoru Ding,Junfei Qiu,1
Junfei Qiu,Yuhua Xu,1
Junfei Qiu,Shuo Feng,1
Guoru Ding,Qihui Wu,1
Qihui Wu,Yuhua Xu,1
Qihui Wu,Shuo Feng,1
Guoru Ding,Yuhua Xu,1
Guoru Ding,Shuo Feng,1
Shuo Feng,Yuhua Xu,1
Aiden P. Gregg,Constantine Sedikides,1
Shen Zhang,Shibo Zhang,1
Bingnan Wang,Shen Zhang,1
Shen Zhang,T.G. Habetler,1
Bingnan Wang,Shibo Zhang,1
Shibo Zhang,T.G. Habetler,1
Bingnan Wang,T.G. Habetler,1
Angelos I. Stoumpos,Fotis Kitsios,1
Angelos I. Stoumpos,Μichael A. Talias,1
